fid,PA,bat,mlotst_158,mlotst_157,mlotst_156,mlotst_155,mlotst_154,mlotst_153,sst_1508,sst_1507,sst_1506,sst_1505,sst_1504,sst_1503,chlor_1508,chlor_1507,chlor_1506,chlor_1505,chlor_1504,chlor_1503,Lat,Long
"218",0,-528,30.06073,22.5837,56.45924,133.97626,197.14958,299.99695,281.35565,280.53574,278.92529,278.56479,278.59579,278.47592,0.70433,1.53595,2.50609,0.18157,0.20242,0.22028,66.2916666666667,-26.0416666666667
"219",0,-64,17.85333,15.10666,16.3274,37.38518,52.64443,75.38072,280.71463,279.78732,278.68146,276.80603,276.03766,275.2186,0.96926,0.78515,0.8143,0.73238,0.49832,0.50572,66.2916666666667,-21.4583333333333
"220",0,-163,17.09037,18.4637,16.93777,56.15406,87.28294,125.58367,281.27231,280.25037,279.28561,277.67325,277.09985,275.77139,1.39068,,0.97352,0.44593,0.37181,0.41575,66.2916666666667,-21.2083333333333
"221",0,-460,24.71999,13.58074,14.64889,16.93777,22.12592,37.38518,278.46375,279.50787,276.63651,277.05307,277.78793,277.84918,0.41247,1.13354,2.97342,0.24121,0.24255,0.16764,66.2083333333333,-27.9583333333333
"222",0,-469,24.10962,13.73333,15.41185,18.76888,22.4311,36.77481,278.56622,279.50427,276.79477,277.26297,277.95279,277.89651,0.41929,1.12402,2.727,0.2465,0.24713,0.16533,66.2083333333333,-27.875
"223",0,-396,23.65185,18.4637,49.2874,117.19109,136.41774,214.23994,281.59711,280.93204,279.59293,278.72592,278.58646,278.59247,0.8351,1.57092,1.14353,0.19491,0.19417,0.18899,66.2083333333333,-26.0416666666667
"224",0,-69,16.63259,14.64889,16.02222,37.69036,49.74517,71.87109,280.87946,279.84421,278.95395,277.04233,276.11844,275.26532,0.8237,1.03516,0.85147,0.66298,0.48329,0.52637,66.2083333333333,-21.375
"225",0,-95,16.17481,15.56444,16.17481,44.09925,62.10517,92.77628,281.04816,279.97812,279.15979,277.34277,276.47208,275.43845,1.002,0.95674,0.86446,0.51045,0.47273,0.50714,66.2083333333333,-21.2916666666667
"226",0,-134,15.86963,16.93777,16.48,51.88147,76.75405,117.19109,281.24353,280.15219,279.37079,277.57678,276.81686,275.6076,1.22745,,0.88178,0.42927,0.42157,0.47165,66.2083333333333,-21.2083333333333
"227",0,-481,23.04148,14.64889,17.24296,24.10962,19.98962,38.45332,279.34198,280.09604,277.32388,278.4397,278.33923,278.02182,0.45712,1.04621,3.06958,0.22512,0.24457,0.169,66.125,-27.7916666666667
"228",0,-485,22.27851,14.95407,17.24296,24.10962,20.4474,39.06369,279.46143,280.01071,277.31833,278.46136,278.44656,278.12869,0.45008,1.10257,3.06985,0.23019,0.24423,0.16435,66.125,-27.7083333333333
"229",0,-490,22.88888,14.80148,17.39555,23.49925,20.29481,40.13184,279.61264,279.91428,277.32071,278.53461,278.52499,278.26178,0.42024,1.16576,3.08019,0.23154,0.23458,0.17009,66.125,-27.625
"230",1,-277,23.49925,17.70074,26.5511,88.35109,97.04887,127.1096,281.77545,281.18762,279.75272,278.79358,278.55048,278.5896,0.94924,1.5093,0.69532,0.2081,0.20182,0.18254,66.125,-26.0416666666667
"231",0,-118,15.56444,16.17481,17.09037,47.76147,61.4948,105.59405,281.19785,280.0047,279.32416,277.44324,276.41116,275.42941,1.18256,1.10085,0.8007,0.41911,0.45025,0.4981,66.125,-21.2083333333333
"232",1,-632,32.19703,20.75259,34.33332,57.98517,56.61184,140.07997,281.02798,280.69037,278.18549,278.61456,278.60675,278.83356,0.63975,1.01873,2.20555,0.20147,0.17932,0.15251,66.0416666666667,-27.2916666666667
"233",0,-648,34.02814,20.90518,39.36888,76.75405,83.46812,187.84143,281.25,280.83856,278.40402,278.60452,278.60742,278.87302,0.68523,1.15757,1.90576,0.20305,0.1811,0.15638,66.0416666666667,-27.2083333333333
"234",0,-180,23.80444,17.09037,21.51555,88.50368,122.83701,171.05626,282.01111,281.36267,279.80853,278.7565,278.42062,278.52618,0.9449,1.6111,0.83416,0.22849,0.25525,0.27479,66.0416666666667,-25.9583333333333
"235",0,-61,15.41185,13.88592,14.95407,38.9111,50.05036,76.29628,281.14413,279.927,279.10986,277.19748,275.99689,275.30399,1.25078,1.08885,0.84077,0.51943,0.47593,0.47095,66.0416666666667,-21.2083333333333
"236",0,-921,12.66518,10.68148,12.51259,58.74813,92.77628,101.62664,280.9855,279.38281,277.87582,276.06641,275.57281,275.20792,0.29444,,2.06457,1.39025,0.3473,0.25998,66.0416666666667,-11.375
"237",0,-1005,12.36,10.83407,12.36,52.18665,84.23109,99.33775,280.99368,279.35342,277.87741,276.02512,275.54599,275.18063,0.29798,,2.35486,1.25382,0.34234,0.26215,66.0416666666667,-11.2916666666667
"238",0,-1053,12.05481,11.13926,12.2074,48.52443,77.51702,103.15257,281.01337,279.32852,277.88068,275.98358,275.53122,275.15714,0.291,,2.69528,1.05268,0.33964,0.26164,66.0416666666667,-11.2083333333333
"239",0,-1116,11.74963,11.29185,12.2074,43.48888,74.15998,108.34071,281.04092,279.31152,277.89471,275.95905,275.52618,275.12332,0.2831,,3.00134,0.90521,0.33281,0.25946,66.0416666666667,-11.125
"240",0,-1153,11.74963,11.29185,12.2074,36.46962,74.00739,114.29182,281.07452,279.30621,277.90845,275.94708,275.52121,275.08551,0.27224,,3.18664,1.10648,0.32513,0.2523,66.0416666666667,-11.0416666666667
"241",0,-1173,11.59703,11.13926,12.2074,25.48296,77.97479,121.46368,281.11298,279.31088,277.91766,275.94128,275.51227,275.04813,0.27537,,3.29861,1.166,0.34617,0.25342,66.0416666666667,-10.9583333333333
"242",1,-1201,11.59703,11.13926,12.36,23.49925,82.24739,127.71997,281.15247,279.32001,277.92081,275.93661,275.4866,275.01691,0.26658,,3.1864,1.04202,0.38002,0.25458,66.0416666666667,-10.875
"243",0,-1221,11.59703,11.13926,12.36,23.65185,86.82516,130.61923,281.19562,279.34006,277.90976,275.93463,275.44614,275.00238,0.26199,,3.22087,0.53854,0.39726,0.25547,66.0416666666667,-10.7916666666667
"244",0,-1251,11.74963,11.29185,12.36,24.26222,89.41924,132.75552,281.23645,279.36975,277.8851,275.91422,275.39276,275.01126,0.26139,,3.3398,0.62293,0.38528,0.25527,66.0416666666667,-10.7083333333333
"245",0,-1270,11.59703,11.44444,12.51259,25.17777,89.11405,135.50218,281.27466,279.40497,277.84763,275.88849,275.33389,275.04395,0.2573,,3.31539,0.78789,0.3777,0.24245,66.0416666666667,-10.625
"246",0,-1282,11.74963,11.74963,12.51259,26.09333,88.19849,135.04442,281.30548,279.43451,277.80768,275.85797,275.27924,275.09375,0.24782,,3.29596,1.02495,0.35882,0.24198,66.0416666666667,-10.5416666666667
"247",0,-1284,11.90222,11.90222,12.51259,27.31407,87.28294,134.73923,281.32974,279.46277,277.76965,275.8219,275.23367,275.1525,0.25065,,3.1093,0.84015,0.33975,0.24232,66.0416666666667,-10.4583333333333
"248",0,-1272,12.05481,12.05481,12.51259,28.38222,86.82516,135.19701,281.34247,279.49005,277.73975,275.78891,275.2045,275.20883,0.25459,,3.37603,0.69608,0.34662,0.25,66.0416666666667,-10.375
"249",0,-1261,12.36,12.2074,12.66518,29.14518,87.58813,137.02811,281.35193,279.51642,277.71722,275.76041,275.18384,275.25214,0.24434,,3.26869,0.75928,0.35718,0.25134,66.0416666666667,-10.2916666666667
"250",0,-1264,12.51259,12.36,12.81777,30.21333,89.87701,141.91107,281.36029,279.54523,277.69849,275.73621,275.17065,275.28284,0.25485,,3.16746,0.78719,0.38602,0.25538,66.0416666666667,-10.2083333333333
"251",0,-1266,12.66518,12.36,12.81777,31.58666,93.53924,143.13182,281.36865,279.57056,277.68875,275.71982,275.1604,275.2977,0.24849,,2.84879,0.61873,0.42157,0.24991,66.0416666666667,-10.125
"252",0,-1258,12.81777,12.36,12.66518,32.34962,96.13331,142.97922,281.38089,279.6019,277.68402,275.70508,275.14941,275.30017,0.22425,,2.40269,0.30373,0.39214,0.25567,66.0416666666667,-10.0416666666667
"253",0,-1231,12.81777,12.51259,12.66518,32.65481,98.4222,142.52144,281.39838,279.63223,277.68503,275.69638,275.13879,275.29611,0.21699,,2.49012,0.34244,0.36239,0.26101,66.0416666666667,-9.95833333333334
"254",0,-1173,12.97037,12.51259,12.66518,33.26518,101.93182,141.91107,281.41971,279.66299,277.68567,275.68686,275.13348,275.29056,0.21207,,2.79704,0.42146,0.35167,0.25708,66.0416666666667,-9.875
"255",0,-1139,12.97037,12.36,12.66518,34.02814,104.98368,141.6059,281.44296,279.69046,277.68478,275.67334,275.13376,275.28116,0.20526,,3.50126,0.43552,0.34586,0.25068,66.0416666666667,-9.79166666666667
"256",0,-1094,13.12296,12.36,12.66518,34.33332,107.42516,141.6059,281.46643,279.71497,277.68576,275.65988,275.13739,275.27591,0.21171,,4.41636,0.31643,0.35206,0.2561,66.0416666666667,-9.70833333333334
"257",0,-1020,13.12296,12.2074,12.66518,34.48592,110.17182,142.21626,281.48685,279.73386,277.68961,275.6398,275.14578,275.26974,0.22291,,4.58299,0.3141,0.32302,0.23394,66.0416666666667,-9.625
"258",0,-982,13.12296,12.05481,12.66518,34.9437,113.68145,145.5733,281.50189,279.75479,277.69629,275.62308,275.14886,275.26773,0.22581,,4.18214,0.31459,0.30575,0.24337,66.0416666666667,-9.54166666666667
"259",0,-949,13.27555,12.05481,12.66518,36.01184,117.64886,150.30367,281.51123,279.77255,277.70911,275.59961,275.14432,275.27005,0.2404,0.32185,3.76605,0.34371,0.30168,0.22795,66.0416666666667,-9.45833333333334
"260",0,-866,13.27555,12.05481,12.81777,36.46962,122.9896,155.64441,281.50632,279.82278,277.76199,275.52008,275.11807,275.25922,0.2737,0.30138,4.22492,0.38301,0.29529,0.24223,66.0416666666667,-9.20833333333334
"261",0,-861,13.12296,12.2074,12.81777,36.46962,121.76886,155.797,281.50293,279.83649,277.78214,275.49597,275.11072,275.2373,0.29268,0.29806,4.51887,0.38601,0.2986,0.24317,66.0416666666667,-9.125
"262",0,-866,12.97037,12.2074,12.97037,36.46962,118.56441,155.03404,281.50308,279.85083,277.79337,275.474,275.10425,275.20261,0.32402,0.28355,3.78209,0.37938,0.29766,0.22345,66.0416666666667,-9.04166666666667
"263",0,-557,29.90814,19.68444,62.25776,173.34514,321.05475,469.06952,281.51202,281.28217,279.33633,278.79288,278.79037,278.96213,0.83238,0.84731,1.07659,0.19744,0.18829,0.16167,65.9583333333333,-27.125
"264",0,-197,24.10962,17.85333,24.10962,103.61034,139.01181,189.51996,282.12274,281.49039,279.95099,278.75372,278.37793,278.53546,0.97194,1.81643,0.77617,0.22719,0.24528,,65.9583333333333,-25.9583333333333
"265",0,-311,30.6711,21.36296,42.26814,113.68145,161.29033,283.0592,281.94205,281.4769,279.97571,278.92136,278.88046,278.9852,0.87343,1.1515,0.6315,0.19255,0.19923,,65.875,-26.7916666666667
"266",0,-273,29.45036,20.75259,38.60592,107.88293,153.96588,246.89476,282.01578,281.47906,279.97656,278.91599,278.85809,278.96698,0.89783,1.14725,0.61474,0.19516,0.20249,0.1685,65.875,-26.7083333333333
"267",0,-268,28.07703,20.4474,35.70666,104.5259,161.13774,237.12883,282.0899,281.48758,279.99155,278.91272,278.83096,278.94501,0.89501,1.14685,0.59003,0.19398,0.20171,0.16624,65.875,-26.625
"268",0,-269,26.85629,19.83703,32.95999,101.16886,160.52737,220.19106,282.15308,281.50378,280.01517,278.90558,278.79495,278.91675,0.85025,1.19761,0.55849,0.20626,0.21082,0.183,65.875,-26.5416666666667
"269",0,-204,25.17777,19.37926,23.65185,91.09776,111.39256,161.44292,282.35828,281.67889,280.17081,278.883,278.72211,278.83813,0.94989,1.52251,0.56915,0.22745,0.19734,0.16301,65.7916666666667,-26.4583333333333
"270",0,-201,25.17777,19.37926,22.88888,84.84146,108.18812,158.23848,282.36237,281.71945,280.16736,278.8418,278.66003,278.78354,0.98391,1.54717,0.58153,0.22581,0.19575,0.16519,65.7916666666667,-26.375
"271",0,-203,25.02518,19.37926,22.5837,84.53628,106.35701,157.7807,282.354,281.76501,280.15768,278.80463,278.59912,278.72769,1.00099,1.75564,0.59244,0.23372,0.19574,0.17466,65.7916666666667,-26.2916666666667
"272",0,-202,11.44444,10.83407,12.2074,71.87109,108.95108,140.84293,280.58871,280.07993,278.63391,276.57538,275.75061,275.68439,0.55582,0.34267,0.53105,1.1713,0.38756,0.34548,65.7083333333333,-13.375
"273",0,-129,10.98666,10.83407,11.74963,53.10221,72.17628,109.40886,280.29602,280.11835,278.56271,276.59869,275.76266,275.54761,0.55054,0.33229,0.56486,1.2863,0.58155,0.41884,65.625,-13.375
"274",0,-92,10.83407,10.98666,11.90222,38.75851,56.91702,75.68591,280.02655,280.16025,278.37656,276.60208,275.71021,275.5061,0.54308,0.39665,0.55898,1.105,0.62472,0.5003,65.5416666666667,-13.375
"275",0,-41,19.37926,12.81777,13.58074,26.09333,43.0311,48.98221,282.89304,283.23422,280.55981,277.578,276.22382,275.93961,1.35562,1.00249,1.01249,0.85403,0.56997,,65.4583333333333,-24.5416666666667
"276",0,-61,11.13926,11.44444,12.05481,40.58962,60.27406,81.63702,280.03091,280.14124,278.12918,276.55389,275.68872,275.58057,0.61461,,0.49221,0.97808,0.50283,0.45385,65.4583333333333,-13.375
"277",0,-66,17.54814,12.2074,13.27555,25.02518,48.52443,61.34221,283.05554,283.39304,280.73953,277.77518,276.47488,276.01328,1.24583,1.13724,0.76012,0.83081,0.56947,0.66931,65.375,-24.4583333333333
"278",0,-127,11.44444,11.90222,12.66518,68.66665,98.11701,154.72885,280.08023,280.10275,278.02164,276.49918,275.7168,275.63226,0.85116,0.97724,0.44031,1.10939,0.48172,0.43608,65.375,-13.375
"279",0,-76,16.3274,11.74963,13.42814,25.48296,50.96591,75.07554,283.11697,283.32101,280.7023,277.95123,276.8606,276.31213,1.40114,1.29522,0.8011,0.88543,0.57938,0.6559,65.2916666666667,-24.4583333333333
"280",0,-88,16.48,11.74963,13.42814,24.5674,52.49184,77.51702,283.08139,283.26505,280.70776,277.86038,276.71991,276.15909,1.4327,1.23561,0.77302,0.84672,0.6011,0.67202,65.2916666666667,-24.375
"281",0,-158,11.13926,11.59703,12.51259,58.74813,85.29924,134.43404,279.90085,280.06656,278.07489,276.46667,275.67462,275.62613,1.07398,0.88025,0.44825,0.87204,0.40944,0.39372,65.2916666666667,-13.375
"282",0,-92,15.25926,11.13926,13.73333,30.06073,53.55999,76.44887,283.2168,283.22546,280.79684,277.98627,277.12497,276.55374,1.50515,1.29153,0.88977,0.72715,0.5639,0.62521,65.2083333333333,-24.375
"283",0,-77,14.49629,10.83407,12.81777,30.36592,64.39406,89.87701,283.39453,283.22955,280.9599,278.15878,277.42102,276.88593,1.72471,1.39377,0.84962,0.71313,0.56171,0.57654,65.125,-24.2916666666667
"284",0,-131,10.83407,11.59703,12.51259,58.44295,95.67553,128.78812,279.45248,279.3078,277.70035,276.1239,275.65881,275.70169,0.73404,0.63167,0.54183,1.0389,0.4347,0.44308,65.125,-13.125
"285",0,-152,10.83407,11.44444,12.66518,63.02073,104.67849,144.81033,279.54727,279.28247,277.64676,276.11804,275.66629,275.74512,0.74351,0.6286,0.63293,1.01172,0.42298,0.42989,65.125,-13.0416666666667
"286",0,-170,10.83407,11.44444,12.66518,64.69924,108.6459,152.59256,279.6716,279.28333,277.65955,276.11545,275.67285,275.79016,0.78863,0.56986,0.67817,1.23473,0.43333,0.4151,65.125,-12.9583333333333
"287",0,-184,10.68148,11.44444,12.66518,66.22517,112.15553,159.00145,279.82358,279.30405,277.71484,276.10477,275.67676,275.83258,0.94479,0.63474,0.78311,1.16839,0.433,0.39196,65.125,-12.875
"288",1,-188,10.68148,11.44444,12.81777,69.42961,117.80145,167.85181,279.98056,279.32193,277.78326,276.08191,275.67932,275.87009,0.85887,0.54239,0.83133,1.07652,0.36956,0.37437,65.125,-12.7916666666667
"289",0,-215,10.83407,11.59703,12.81777,72.93924,124.36293,178.68588,280.1264,279.34348,277.8363,276.04391,275.67947,275.89999,0.84757,,1.14994,1.01511,0.3826,0.36568,65.125,-12.7083333333333
"290",0,-228,10.83407,11.74963,12.97037,73.54961,126.04145,181.27995,280.23703,279.37592,277.8334,276.0087,275.67795,275.91858,0.84981,0.3539,1.56826,0.85027,0.3798,0.35164,65.125,-12.625
"291",0,-207,10.83407,11.90222,13.12296,73.7022,126.80441,182.65329,280.30756,279.41077,277.8038,275.97681,275.67737,275.92712,0.91022,0.36243,2.13977,0.60859,0.37535,0.3362,65.125,-12.5416666666667
"292",0,-212,10.98666,12.05481,13.27555,77.21183,135.65479,198.82809,280.34641,279.4509,277.76773,275.95676,275.67868,275.92502,0.945,0.36552,2.43399,0.41216,0.37088,0.32826,65.125,-12.4583333333333
"293",0,-236,10.98666,12.2074,13.27555,77.97479,140.84293,202.7955,280.36444,279.49615,277.74594,275.93924,275.67914,275.91003,0.97637,0.35932,2.63728,0.41368,0.35831,0.31247,65.125,-12.375
"294",0,-248,10.98666,12.36,13.42814,76.60146,137.94366,192.7244,280.36115,279.54077,277.73367,275.93149,275.68076,275.88339,0.92666,0.42234,2.65912,0.3787,0.32173,0.30229,65.125,-12.2916666666667
"295",0,-258,10.98666,12.36,13.42814,78.43257,138.55405,192.7244,280.35999,279.58383,277.737,275.93127,275.67889,275.85226,0.94588,0.44335,2.516,0.37606,0.31315,0.29131,65.125,-12.2083333333333
"296",0,-244,10.98666,12.51259,13.27555,84.0785,143.28441,207.37328,280.37927,279.62704,277.7457,275.94162,275.67401,275.82101,0.98006,0.46106,2.25105,0.38013,0.3053,0.28471,65.125,-12.125
"297",0,-237,10.98666,12.66518,13.12296,96.2859,152.13478,247.96291,280.42075,279.67319,277.75879,275.96265,275.66608,275.79181,0.97894,0.45999,2.52954,0.37081,0.30142,0.28588,65.125,-12.0416666666667
"298",0,-259,11.13926,12.51259,12.97037,100.25331,146.64145,248.72586,280.48602,279.72263,277.76556,275.99649,275.65512,275.76584,0.90269,0.45308,2.86279,0.36404,0.30399,0.29053,65.125,-11.9583333333333
"299",0,-254,11.29185,12.05481,12.81777,100.25331,139.92737,240.02809,280.57608,279.7789,277.76352,276.04132,275.64587,275.74899,0.79935,,2.73212,0.38191,0.32066,0.29762,65.125,-11.875
"300",0,-249,11.29185,11.29185,12.66518,97.81183,133.2133,227.05772,280.68143,279.8418,277.76825,276.07657,275.64005,275.73572,0.77559,,2.62547,0.54133,0.33586,0.29572,65.125,-11.7916666666667
"301",0,-227,11.29185,10.83407,12.51259,93.08146,122.22664,201.42216,280.79352,279.90414,277.7865,276.09943,275.63684,275.72147,0.58524,,2.32536,0.69186,0.33395,0.29082,65.125,-11.7083333333333
"302",0,-360,11.44444,10.68148,11.74963,45.1674,102.69479,172.1244,281.10468,280.09592,277.93988,276.09857,275.61478,275.64316,0.37055,,1.54478,0.55543,0.35532,0.27898,65.125,-11.4583333333333
"303",0,-482,11.44444,10.83407,11.59703,34.02814,95.98072,165.8681,281.19196,280.16034,277.99014,276.09204,275.59235,275.61307,0.35547,,1.6441,0.65581,0.38561,0.27529,65.125,-11.375
"304",0,-557,11.59703,10.98666,11.59703,30.6711,86.51998,163.12144,281.27362,280.23407,278.0304,276.095,275.55859,275.58649,0.33544,,2.69659,0.41857,0.40447,0.27062,65.125,-11.2916666666667
"305",0,-616,11.59703,11.29185,11.59703,27.46666,83.01035,163.12144,281.34937,280.31009,278.05823,276.103,275.51575,275.56805,0.33148,,2.78933,0.28113,0.39935,0.29477,65.125,-11.2083333333333
"306",0,-632,11.74963,11.44444,11.74963,23.49925,81.48442,142.21626,281.54056,280.49744,278.24127,276.08041,275.41202,275.56982,0.523,,1.39454,0.24417,0.52994,0.26069,65.125,-10.875
"307",0,-600,11.90222,11.44444,11.74963,24.87259,84.84146,136.26515,281.55502,280.49591,278.29517,276.06744,275.42422,275.5831,0.55109,,1.09491,0.24258,0.34564,0.26053,65.125,-10.7916666666667
"308",0,-549,11.90222,11.44444,11.74963,27.77184,92.01331,140.23256,281.53876,280.48685,278.3577,276.04987,275.51657,275.62521,0.66706,,1.16292,0.31695,0.26777,0.24756,65.125,-10.625
"309",0,-537,12.2074,11.44444,11.74963,29.60295,97.04887,147.55701,281.51651,280.50421,278.36179,276.03552,275.59177,275.6554,0.68681,,1.3275,0.3429,0.25789,0.24326,65.125,-10.5416666666667
"310",0,-534,12.51259,11.74963,11.74963,31.28147,99.94812,151.37181,281.48917,280.5574,278.35934,276.01474,275.67532,275.69019,0.70403,,1.40894,0.33438,0.24791,0.23536,65.125,-10.4583333333333
"311",0,-539,12.66518,11.90222,11.90222,32.04444,101.01627,154.57626,281.47198,280.64453,278.34833,275.97598,275.74268,275.73035,0.76372,,1.40133,0.31227,0.24303,0.23059,65.125,-10.375
"312",0,-563,13.12296,12.05481,12.05481,32.50221,100.55849,159.61182,281.46466,280.74478,278.33475,275.92786,275.76892,275.75766,0.83298,,1.32146,0.3062,0.24616,0.23413,65.125,-10.2916666666667
"313",0,-596,13.58074,12.36,12.05481,32.65481,98.72739,172.88736,281.46265,280.8381,278.31497,275.87393,275.75031,275.76208,0.84932,,1.33496,0.23715,0.25313,0.24507,65.125,-10.2083333333333
"314",0,-635,14.03852,12.36,12.05481,32.65481,99.64294,173.65033,281.46863,280.92099,278.28839,275.82181,275.69064,275.73193,0.85133,,1.32981,0.24053,0.25507,0.25308,65.125,-10.125
"315",0,-679,14.3437,12.51259,12.2074,32.04444,102.3896,172.73477,281.48306,280.98639,278.25058,275.7803,275.60574,275.66815,0.83162,,1.31961,0.24863,0.25251,0.23912,65.125,-10.0416666666667
"316",0,-712,14.64889,12.66518,12.2074,31.43407,105.74664,171.66663,281.50653,281.04041,278.20557,275.75244,275.51981,275.59097,0.86228,,1.35102,0.25019,0.25588,0.22663,65.125,-9.95833333333334
"317",0,-735,14.80148,12.97037,12.36,30.97629,109.56145,170.1407,281.54245,281.07736,278.15805,275.74017,275.45389,275.51105,0.88578,,1.27288,0.25174,0.26018,0.2234,65.125,-9.875
"318",0,-751,14.80148,13.42814,12.66518,29.90814,108.03553,168.61478,281.58551,281.10181,278.10733,275.73083,275.40616,275.43881,0.8583,0.79763,1.07573,0.24881,0.25331,0.22672,65.125,-9.79166666666667
"319",0,-773,14.95407,14.19111,12.97037,28.83999,107.88293,167.69922,281.62906,281.11401,278.05844,275.72168,275.3764,275.37799,0.85965,0.8088,0.94138,0.24333,0.24346,0.22459,65.125,-9.70833333333334
"320",0,-771,15.25926,15.10666,13.27555,28.22962,108.18812,165.8681,281.67111,281.10062,278.02277,275.70959,275.3573,275.3273,0.90537,0.92415,1.21488,0.24634,0.24623,0.22488,65.125,-9.625
"321",0,-787,15.41185,16.3274,13.58074,28.07703,109.10368,162.0533,281.70926,281.06421,278.00864,275.69339,275.33487,275.28235,0.90014,1.26796,1.07706,0.24733,0.24382,0.22814,65.125,-9.54166666666667
"322",0,-807,15.41185,18.31111,13.58074,28.6874,111.54516,152.74515,281.74606,281.00821,278.01328,275.67648,275.3063,275.23911,0.91258,,1.04367,0.25506,0.24219,0.23051,65.125,-9.45833333333334
"323",0,-809,15.56444,19.22666,13.27555,29.75555,109.10368,145.5733,281.78909,280.92975,278.03342,275.66614,275.27377,275.19754,0.94051,,1.15239,0.2638,0.24545,0.23195,65.125,-9.375
"324",0,-834,15.56444,19.22666,13.12296,29.90814,106.66219,140.23256,281.83633,280.84528,278.05444,275.6731,275.23904,275.15732,1.03658,0.43409,1.30169,0.2639,0.24713,0.23098,65.125,-9.29166666666667
"325",0,-91,13.73333,10.68148,12.51259,58.59554,101.01627,148.01477,283.62167,283.42059,281.10623,278.41592,277.72583,277.28656,1.70616,1.40507,0.88911,0.92034,0.60731,0.62515,65.0416666666667,-24.2916666666667
"326",0,-121,13.58074,10.68148,12.81777,66.68295,120.39552,175.93921,283.56805,283.29196,281.10117,278.40268,277.64819,277.21228,1.85215,1.36857,0.97742,0.95289,0.63044,0.61631,65.0416666666667,-24.2083333333333
"327",0,-275,13.12296,10.98666,14.03852,86.51998,148.93033,214.69772,283.70874,283.53329,281.26892,278.65976,277.93527,277.55389,1.57059,1.44559,1.01017,1.07528,0.7081,0.56753,64.9583333333333,-24.2083333333333
