,vID,da,ti,la2,lo2,bfss,wea,vis,sec,nm,la1,lo1,nobs,spec,pods,sight,rdist,ang,bl_leg,datetime,year,month,platform
309,V,20070720,84558,66.8847,-24.3408,1,3,0,166,0.484,66.8832,-24.3206,6.2,mn,3,1,2700,10,"NW,14",20/07/2007 08:45,2007,7,d
310,V,20070720,85224,66.8882,-24.3866,1,3,0,386,1.099,66.8847,-24.3408,6.2,mn,1,1,100,357,"NW,14",20/07/2007 08:52,2007,7,d
311,V,20070720,85418,66.8891,-24.3997,1,3,0,114,0.313,66.8882,-24.3866,6.2,mn,1,1,1350,43,"NW,14",20/07/2007 08:54,2007,7,d
312,V,20070720,90252,66.8928,-24.4589,1,3,0,172,0.47,66.8918,-24.4391,6.1,mn,5,1,1567,357,"NW,14",20/07/2007 09:02,2007,7,d
313,V,20070720,90955,66.8947,-24.5092,1,3,0,423,1.19,66.8928,-24.4589,6.1,mn,4,1,500,335,"NW,14",20/07/2007 09:09,2007,7,d
314,V,20070720,91206,66.8951,-24.5249,1,3,0,131,0.37,66.8947,-24.5092,6.1,ll,15,1,2613,310,"NW,14",20/07/2007 09:12,2007,7,d
315,V,20070720,91454,66.8957,-24.545,1,3,0,168,0.475,66.8951,-24.5249,6.1,mn,2,1,500,315,"NW,14",20/07/2007 09:14,2007,7,d
316,V,20070720,91526,66.8958,-24.549,1,3,0,32,0.094,66.8957,-24.545,6.1,mn,1,1,600,48,"NW,14",20/07/2007 09:15,2007,7,d
317,V,20070720,91624,66.896,-24.556,1,3,0,58,0.165,66.8958,-24.549,6.1,mn,2,1,1690,6,"NW,14",20/07/2007 09:16,2007,7,d
318,V,20070720,91853,66.8964,-24.5737,1,3,0,149,0.417,66.896,-24.556,6.1,mn,1,1,3388,355,"NW,14",20/07/2007 09:18,2007,7,d
319,V,20070720,92827,66.898,-24.6422,1,3,0,574,1.616,66.8964,-24.5737,6.1,mn,1,1,650,294,"NW,14",20/07/2007 09:28,2007,7,d
320,V,20070720,92840,66.898,-24.6437,1,3,0,13,0.035,66.898,-24.6422,6.1,mn,3,1,1806,330,"NW,14",20/07/2007 09:28,2007,7,d
321,V,20070720,92934,66.8982,-24.6502,1,3,0,54,0.153,66.898,-24.6437,6.1,mn,1,1,700,280,"NW,14",20/07/2007 09:29,2007,7,d
322,V,20070720,93344,66.899,-24.68,1,3,0,147,0.413,66.8985,-24.6625,6.1,mn,1,1,1500,33,"NW,14",20/07/2007 09:33,2007,7,d
323,V,20070720,93809,66.9001,-24.7121,1,3,0,265,0.759,66.899,-24.68,6.1,ll,7,1,2613,40,"NW,14",20/07/2007 09:38,2007,7,d
324,V,20070720,94155,66.901,-24.7394,1,5,0,177,0.506,66.9002,-24.718,6.1,ll,10,1,764,348,"NW,14",20/07/2007 09:41,2007,7,d
325,V,20070720,94448,66.9017,-24.7602,1,5,1,169,0.479,66.9011,-24.7399,6.1,mn,1,1,764,300,"NW,14",20/07/2007 09:44,2007,7,d
326,V,20070720,94752,66.9026,-24.783,1,5,1,184,0.539,66.9017,-24.7602,6.1,mn,1,1,4800,320,"NW,14",20/07/2007 09:47,2007,7,d
327,V,20070720,100025,66.9049,-24.875,1,5,1,753,2.17,66.9026,-24.783,6.1,mn,2,1,2270,270,"NW,14",20/07/2007 10:00,2007,7,d
328,V,20070722,190209,65.8879,-27.6698,4,4,0,20,0.053,65.8881,-27.6719,6.1,mn,2,1,4632,82,"NW,16",22/07/2007 19:02,2007,7,d
329,V,20070722,190712,65.8852,-27.6382,4,4,0,303,0.791,65.8879,-27.6698,6.1,ll,8,1,250,34,"NW,16",22/07/2007 19:07,2007,7,d
330,V,20070722,192701,65.8734,-27.5135,4,4,0,1104,2.917,65.8844,-27.6294,6.2,bp,1,1,2705,83,"NW,16",22/07/2007 19:27,2007,7,d
331,V,20070722,192848,65.8722,-27.5023,4,4,0,107,0.284,65.8734,-27.5135,6.2,mn,1,1,2613,0,"NW,16",22/07/2007 19:28,2007,7,d
332,V,20070722,194709,65.8599,-27.3867,3,3,1,561,1.48,65.8661,-27.4451,6.2,pm,1,1,500,270,"NW,16",22/07/2007 19:47,2007,7,d
333,V,20070722,200810,65.8499,-27.2882,3,3,0,358,0.96,65.8552,-27.3251,6.1,mn,1,1,2595,90,"NW,16",22/07/2007 20:08,2007,7,d
334,A,20150715,54610,65.139,-9.57177,3,2,5,2770,7.831,65.139,-9.26133,5.7,ba,1,1,250,55,IE4,15/07/2015 05:46,2015,7,d
335,A,20150715,54930,65.139,-9.59375,3,2,5,200,0.554,65.139,-9.57177,5.7,ba,1,1,3092,85,IE4,15/07/2015 05:49,2015,7,d
336,A,20150715,55310,65.139,-9.61758,3,2,5,220,0.601,65.139,-9.59375,5.7,ba,1,1,900,48,IE4,15/07/2015 05:53,2015,7,d
337,A,20150715,55610,65.139,-9.63744,3,2,5,180,0.501,65.139,-9.61758,5.7,ba,1,1,1900,31,IE4,15/07/2015 05:56,2015,7,d
338,A,20150715,63109,65.138,-9.86766,3,2,5,2099,5.808,65.139,-9.63744,5.7,ba,1,1,832,335,IE4,15/07/2015 06:31,2015,7,d
339,A,20150715,72128,65.1361,-10.2117,3,2,5,508,1.557,65.137,-10.15,5.7,ba,1,1,100,344,ICE4,15/07/2015 07:21,2015,7,d
340,A,20150715,73010,65.136,-10.2694,3,2,5,490,1.347,65.136,-10.216,5.7,ba,1,1,1415,7,ICE4,15/07/2015 07:30,2015,7,d
341,A,20150715,75500,65.135,-10.4455,3,2,5,1490,4.443,65.136,-10.2694,5.7,ba,1,1,150,7,ICE4,15/07/2015 07:55,2015,7,d
342,A,20150715,132603,65.141,-12.293,2,3,3,4863,15.108,65.143,-11.694,5.7,oo,1,1,1250,348,ICE4,15/07/2015 13:26,2015,7,d
343,A,20150715,134540,65.14,-12.4343,2,3,3,1177,3.565,65.141,-12.293,5.7,oo,3,1,2222,301,ICE4,15/07/2015 13:45,2015,7,d
344,A,20150715,134657,65.14,-12.4446,2,3,3,77,0.26,65.14,-12.4343,5.7,oo,5,1,4037,270,ICE4,15/07/2015 13:46,2015,7,d
345,A,20150715,134735,65.1399,-12.4487,2,3,3,38,0.104,65.14,-12.4446,5.7,oo,2,1,1265,290,ICE4,15/07/2015 13:47,2015,7,d
346,A,20150715,134927,65.1395,-12.4609,2,3,3,112,0.309,65.1399,-12.4487,5.7,oo,7,1,3092,275,ICE4,15/07/2015 13:49,2015,7,d
347,A,20150715,140055,65.139,-12.5429,2,3,3,688,2.069,65.1395,-12.4609,5.7,ba,1,1,1692,22,ICE4,15/07/2015 14:00,2015,7,d
348,A,20150715,143710,65.137,-12.801,2,3,3,2175,6.512,65.139,-12.5429,5.7,mn,1,1,2222,337,ICE4,15/07/2015 14:37,2015,7,d
349,A,20150715,144350,65.1368,-12.8456,2,3,3,400,1.125,65.137,-12.801,5.7,ba,1,1,1415,328,ICE4,15/07/2015 14:43,2015,7,d
350,A,20150715,152710,65.1343,-13.1553,1,7,1,1870,5.483,65.136,-12.938,5.7,ba,2,1,300,5,ICE4,15/07/2015 15:27,2015,7,d
351,A,20150715,152824,65.1346,-13.1556,1,7,1,74,0.02,65.1343,-13.1553,5.7,ba,1,1,1666,320,ICE4,15/07/2015 15:28,2015,7,d
352,A,20150715,152850,65.1347,-13.1557,1,7,1,26,0.007,65.1346,-13.1556,5.7,ba,1,1,1666,300,ICE4,15/07/2015 15:28,2015,7,d
353,A,20150715,182813,65.2712,-13.377,3,7,0.5,73,0.192,65.268,-13.377,5.7,ba,2,1,150,6,ICE4x,15/07/2015 18:28,2015,7,d
354,A,20150715,183820,65.3019,-13.3769,3,7,0.5,607,1.842,65.2712,-13.377,5.7,ba,3,1,250,5,ICE4x,15/07/2015 18:38,2015,7,d
355,A,20150715,200821,65.5851,-13.379,3,9,2,501,1.494,65.5602,-13.379,5.9,ba,1,1,850,39,ICE4x,15/07/2015 20:08,2015,7,d
356,A,20150715,201140,65.5957,-13.379,3,9,2,199,0.636,65.5851,-13.379,5.9,ba,1,1,1012,82,ICE4x,15/07/2015 20:11,2015,7,d
357,A,20150715,202800,65.6436,-13.378,3,9,2,980,2.874,65.5957,-13.379,5.9,ba,1,1,200,321,ICE4x,15/07/2015 20:28,2015,7,d
358,A,20150716,51530,66.0807,-11.2677,4,4,4,680,2.013,66.0817,-11.3504,5.8,gm,1,1,962,3,ICE5,16/07/2015 05:15,2015,7,d
359,A,20150716,60910,66.076,-10.8805,4,4,4,2630,7.623,66.0799,-11.1937,5.8,mn,1,1,1500,12,ICE5,16/07/2015 06:09,2015,7,d
360,A,20150716,81106,66.062,-9.99465,4,4,1,786,2.349,66.064,-10.091,5.4,oo,6,1,1073,308,IE5,16/07/2015 08:11,2015,7,d
361,A,20150717,100304,66.961,-9.17357,5,4,4,2782,8.534,66.957,-8.81035,5.5,mn,1,1,4037,5,IE6,17/07/2015 10:03,2015,7,d
362,A,20150717,105313,66.964,-9.58202,6,4,4,2893,9.202,66.961,-9.1902,5.5,ha,2,1,1500,270,IE6,17/07/2015 10:53,2015,7,d
363,A,20150717,193317,66.9704,-13.0409,4,4,1,917,2.73,66.971,-12.9246,5.5,bp,1,1,1500,11,ICEN1,17/07/2015 19:33,2015,7,d
364,A,20150717,194420,66.97,-13.1263,4,4,1,663,2.005,66.9704,-13.0409,5.5,bp,1,1,2592,270,ICEN1,17/07/2015 19:44,2015,7,d
365,A,20150718,51200,67.7196,-15.013,4,4,5,720,2.148,67.6838,-15.013,5.8,bp,1,1,894,11,IEN1,18/07/2015 05:12,2015,7,d
366,A,20150718,51216,67.7204,-15.013,4,4,5,16,0.048,67.7196,-15.013,5.8,bp,1,1,3018,34,IEN1,18/07/2015 05:12,2015,7,d
367,A,20150718,55830,67.8597,-15.0167,4,4,5,2774,8.358,67.7204,-15.013,5.8,bp,1,1,1073,280,IEN1,18/07/2015 05:58,2015,7,d
368,A,20150718,120515,67.88,-12.766,5,9,3,135,0.413,67.88,-12.7843,5.6,oo,9,1,400,12,IEN1,18/07/2015 12:05,2015,7,d
369,A,20150718,202510,67.884,-9.47273,5,4,2,1510,4.542,67.887,-9.67366,5.8,ha,5,1,1250,37,IEN1,18/07/2015 20:25,2015,7,d
370,A,20150720,182240,66.867,-16.6022,6,4,2,92,0.295,66.8719,-16.6034,5.6,ll,2,1,1500,340,ICEN2,20/07/2015 18:22,2015,7,d
371,A,20150720,184620,66.7959,-16.5868,6,4,2,1420,4.281,66.867,-16.6022,5.6,mn,1,1,2222,333,ICEN2,20/07/2015 18:46,2015,7,d
372,A,20150721,53639,66.4858,-18.957,5,4,2.5,99,0.282,66.4811,-18.9571,5.9,ba,1,1,355,270,ICN3,21/07/2015 05:36,2015,7,d
373,A,20150721,60710,66.5777,-18.9543,5,4,2.5,1630,4.944,66.4953,-18.957,5.9,mn,1,1,2222,275,ICN3,21/07/2015 06:07,2015,7,d
374,A,20150721,62910,66.6424,-18.953,5,4,2.5,1320,3.882,66.5777,-18.9543,5.9,mn,2,1,2222,335,ICN3,21/07/2015 06:29,2015,7,d
375,A,20150721,71300,66.7734,-18.949,5,4,2.5,2630,7.861,66.6424,-18.953,5.9,bp,1,1,1500,0,ICN3,21/07/2015 07:13,2015,7,d
376,A,20150721,72020,66.7952,-18.949,5,4,2.5,200,0.564,66.7858,-18.949,5.9,ba,1,1,150,90,ICN3,21/07/2015 07:20,2015,7,d
377,A,20150721,131731,67.6024,-18.9647,5,4,3,595,1.578,67.5761,-18.9653,5.7,ba,1,1,1265,29,ICN3,21/07/2015 13:17,2015,7,d
378,A,20150721,134017,67.6601,-18.9622,5,4,3,1037,2.706,67.615,-18.964,5.7,bp,2,1,2222,24,ICN3,21/07/2015 13:40,2015,7,d
379,A,20150721,135510,67.6984,-18.9609,5,4,3,120,0.318,67.6931,-18.961,5.7,ll,6,1,50,280,ICN3,21/07/2015 13:55,2015,7,d
380,A,20150721,142600,67.7741,-18.9584,5,4,3,55,0.126,67.772,-18.9585,5.7,bp,1,1,300,88,IRN,21/07/2015 14:26,2015,7,d
381,A,20150722,71300,67.54,-21.287,5,8,2,780,2.4,67.58,-21.2872,5.8,bp,1,1,2222,350,ICN3,22/07/2015 07:13,2015,7,d
382,A,20150722,132019,66.6359,-21.195,4,9,1,1099,3.554,66.695,-21.185,5.6,mn,3,1,690,40,ICN3,22/07/2015 13:20,2015,7,d
383,A,20150722,132100,66.6336,-21.1952,4,9,1,41,0.138,66.6359,-21.195,5.6,mn,2,1,250,25,ICN3,22/07/2015 13:21,2015,7,d
384,A,20150722,132218,66.6291,-21.1954,4,9,1,78,0.27,66.6336,-21.1952,5.6,mn,1,1,620,18,ICN3,22/07/2015 13:22,2015,7,d
385,A,20150722,133000,66.604,-21.198,4,8,3,0,0,66.604,-21.198,5.6,mn,3,1,200,65,ICN3,22/07/2015 13:30,2015,7,d
386,A,20150722,133050,66.6011,-21.1983,4,8,3,50,0.174,66.604,-21.198,5.6,mn,1,1,2222,85,ICN3,22/07/2015 13:30,2015,7,d
387,A,20150722,135140,66.5348,-21.2041,4,8,3,1250,3.98,66.6011,-21.1983,5.6,mn,1,1,2222,89,ICN3,22/07/2015 13:51,2015,7,d
388,A,20150722,140510,66.4906,-21.2078,4,8,3,187,0.6,66.5006,-21.2072,5.6,ll,2,1,2222,282,ICN3,22/07/2015 14:05,2015,7,d
389,A,20150722,140534,66.4893,-21.2079,4,8,3,24,0.078,66.4906,-21.2078,5.6,mn,2,1,2592,80,ICN3,22/07/2015 14:05,2015,7,d
390,A,20150722,141330,66.4625,-21.21,4,8,3,219,0.745,66.4749,-21.2087,5.6,bp,1,1,2222,325,ICN3,22/07/2015 14:13,2015,7,d
391,A,20150723,153118,66.8171,-23.483,5,3,5,8,0.024,66.8167,-23.4829,5.3,bp,2,1,300,25,ICN4,23/07/2015 15:31,2015,7,d
392,A,20150723,161811,66.9561,-23.5204,5,3,5,2813,8.387,66.8171,-23.483,5.3,ll,3,1,200,20,ICN4,23/07/2015 16:18,2015,7,d
393,A,20150723,180700,67.275,-23.606,3,3,5,60,0.163,67.2723,-23.6051,5.3,pm,3,1,4630,332,ICN4,23/07/2015 18:07,2015,7,d
394,A,20150723,181720,67.3058,-23.6143,3,3,5,620,1.858,67.275,-23.606,5.3,pm,1,1,4630,267,ICN4,23/07/2015 18:17,2015,7,d
395,A,20150723,201032,67.411,-23.733,2,2,5,452,1.377,67.3882,-23.74,5.3,mn,1,1,3092,3,ICN4,23/07/2015 20:10,2015,7,d
396,A,20150723,201832,67.4355,-23.7255,2,2,5,480,1.48,67.411,-23.733,5.3,mn,1,1,1519,20,ICN4,23/07/2015 20:18,2015,7,d
397,A,20150723,202500,67.4542,-23.72,2,2,5,360,1.051,67.4368,-23.7251,5.3,mn,1,1,3018,2,ICN4,23/07/2015 20:25,2015,7,d
398,A,20150723,202559,67.4573,-23.719,2,2,5,59,0.187,67.4542,-23.72,5.3,mn,2,1,5556,9,ICN4,23/07/2015 20:25,2015,7,d
399,A,20150723,203003,67.4705,-23.7149,2,2,5,244,0.798,67.4573,-23.719,5.3,mn,3,1,5556,300,ICN4,23/07/2015 20:30,2015,7,d
400,A,20150723,203004,67.4706,-23.7149,2,2,5,1,0.006,67.4705,-23.7149,5.3,mn,1,1,1690,300,ICN4,23/07/2015 20:30,2015,7,d
401,A,20150723,203958,67.4999,-23.706,2,2,5,418,1.166,67.4806,-23.712,5.3,mn,2,1,1012,270,ICN4,23/07/2015 20:39,2015,7,d
402,A,20150723,204127,67.5049,-23.7045,2,2,5,88,0.296,67.5,-23.706,5.3,mn,2,1,2222,331,IRN4,23/07/2015 20:41,2015,7,d
403,A,20150723,204200,67.5068,-23.704,2,2,5,33,0.115,67.5049,-23.7045,5.3,mn,3,1,1073,80,IRN4,23/07/2015 20:42,2015,7,d
404,A,20150723,205100,67.533,-23.696,2,2,5,540,1.583,67.5068,-23.704,5.3,mn,1,1,1012,270,IRN4,23/07/2015 20:51,2015,7,d
405,A,20150723,210300,67.5688,-23.6841,2,2,5,86,0.254,67.5646,-23.6855,5.3,mn,1,1,3629,273,IRN4,23/07/2015 21:03,2015,7,d
406,A,20150723,210530,67.5759,-23.682,2,2,5,150,0.429,67.5688,-23.6841,5.3,mn,2,1,3944,340,IRN4,23/07/2015 21:05,2015,7,d
407,A,20150723,210912,67.5862,-23.679,2,2,5,222,0.622,67.5759,-23.682,5.3,mn,3,1,1265,306,IRN4,23/07/2015 21:09,2015,7,d
408,A,20150723,211810,67.6131,-23.67,2,2,5,273,0.92,67.5979,-23.6753,5.3,mn,2,1,3629,324,IRN4,23/07/2015 21:18,2015,7,d
409,A,20150723,212720,67.6386,-23.662,2,2,5,260,0.725,67.6266,-23.6656,5.3,mn,3,1,1690,295,IRN4,23/07/2015 21:27,2015,7,d
410,A,20150723,213200,67.6522,-23.658,2,2,5,280,0.821,67.6386,-23.662,5.3,mn,2,1,750,8,IRN4,23/07/2015 21:32,2015,7,d
411,A,20150723,213720,67.6687,-23.6528,2,2,5,320,0.997,67.6522,-23.658,5.3,mn,2,1,3018,34,IRN4,23/07/2015 21:37,2015,7,d
412,A,20150723,214453,67.6896,-23.6461,2,2,5,453,1.263,67.6687,-23.6528,5.3,mn,4,1,3018,46,IRN4,23/07/2015 21:44,2015,7,d
413,A,20150723,215510,67.7181,-23.636,2,2,5,617,1.725,67.6896,-23.6461,5.3,mn,1,1,1265,49,IRN4,23/07/2015 21:55,2015,7,d
414,A,20150723,215510,67.7181,-23.636,2,2,5,0,0,67.7181,-23.636,5.3,mn,1,1,3944,21,IRN4,23/07/2015 21:55,2015,7,d
415,A,20150723,215747,67.725,-23.6338,2,2,5,82,0.217,67.7214,-23.6349,5.3,mn,2,1,3944,90,IRN4,23/07/2015 21:57,2015,7,d
416,A,20150723,215748,67.7251,-23.6338,2,2,5,1,0.006,67.725,-23.6338,5.3,mn,1,1,13890,90,IRN4,23/07/2015 21:57,2015,7,d
417,A,20150723,215749,67.7251,-23.6338,2,2,5,1,0,67.7251,-23.6338,5.3,mn,2,1,5556,90,IRN4,23/07/2015 21:57,2015,7,d
418,A,20150723,220000,67.731,-23.632,2,2,5,131,0.356,67.7251,-23.6338,5.3,mn,1,1,2592,90,IRN4,23/07/2015 22:00,2015,7,d
419,A,20150723,220000,67.731,-23.632,2,2,5,0,0,67.731,-23.632,5.3,mn,1,1,1900,85,IRN4,23/07/2015 22:00,2015,7,d
420,A,20150723,220110,67.7349,-23.6308,2,2,5,70,0.236,67.731,-23.632,5.3,mn,1,1,2222,90,IRN4,23/07/2015 22:01,2015,7,d
421,A,20150723,220616,67.7513,-23.6261,2,2,5,306,0.99,67.7349,-23.6308,5.3,mn,1,1,3944,12,IRN4,23/07/2015 22:06,2015,7,d
422,A,20150724,94545,66.384,-26.0246,3,4,4,1005,3.14,66.4363,-26.0288,5.2,mn,1,1,600,40,ICN5,24/07/2015 09:45,2015,7,d
423,A,20150724,95950,66.3371,-26.0196,3,4,4,120,0.396,66.3437,-26.0204,5.2,ll,8,1,1073,25,ICN5,24/07/2015 09:59,2015,7,d
424,A,20150724,100510,66.3196,-26.0178,3,4,4,320,1.051,66.3371,-26.0196,5.2,ll,5,1,2222,77,ICN5,24/07/2015 10:05,2015,7,d
425,A,20150724,100736,66.3128,-26.0174,3,4,4,146,0.408,66.3196,-26.0178,5.2,ll,5,1,800,72,ICN5,24/07/2015 10:07,2015,7,d
426,A,20150724,100802,66.3115,-26.0173,3,4,4,26,0.078,66.3128,-26.0174,5.2,ll,3,1,800,5,ICN5,24/07/2015 10:08,2015,7,d
427,A,20150724,100950,66.3064,-26.017,3,4,4,108,0.306,66.3115,-26.0173,5.2,gm,9,1,800,287,ICN5,24/07/2015 10:09,2015,7,d
428,A,20150724,101507,66.2896,-26.0149,3,4,4,317,1.009,66.3064,-26.017,5.2,gm,15,1,680,270,ICN5,24/07/2015 10:15,2015,7,d
429,A,20150724,105735,66.1581,-26.004,3,4,4,140,0.396,66.1647,-26.0044,5.2,pm,1,1,2222,45,ICN5,24/07/2015 10:57,2015,7,d
430,A,20150724,110340,66.1382,-26.0027,3,4,4,220,0.72,66.1502,-26.0036,5.2,mn,2,1,2592,140,ICN5,24/07/2015 11:03,2015,7,d
431,A,20150724,110958,66.1212,-26.0006,3,4,4,378,1.021,66.1382,-26.0027,5.2,mn,1,1,832,160,ICN5,24/07/2015 11:09,2015,7,d
432,A,20150724,115300,65.9936,-25.9901,3,4,4,578,1.747,66.0227,-25.9919,5.2,pm,1,1,2592,305,ICN5,24/07/2015 11:53,2015,7,d
433,A,20150724,170803,65.9902,-27.1633,3,3,2,483,1.608,65.9758,-27.1078,5.2,bm,1,1,1265,332,ICW1m,24/07/2015 17:08,2015,7,d
434,A,20150724,172217,66.0126,-27.2559,3,3,2,54,0.175,66.0112,-27.2496,5.2,mn,2,1,4630,300,ICW1m,24/07/2015 17:22,2015,7,d
435,A,20150724,172511,66.0173,-27.2762,3,3,2,174,0.57,66.0126,-27.2559,5.2,gm,30,1,894,355,ICW1m,24/07/2015 17:25,2015,7,d
436,A,20150724,172616,66.0192,-27.2838,3,3,2,65,0.218,66.0173,-27.2762,5.2,bp,2,1,690,329,ICW1m,24/07/2015 17:26,2015,7,d
437,A,20150724,172750,66.0221,-27.2948,3,3,2,94,0.32,66.0192,-27.2838,5.2,gm,5,1,100,90,ICW1m,24/07/2015 17:27,2015,7,d
438,A,20150724,172910,66.0245,-27.3041,3,3,2,80,0.269,66.0221,-27.2948,5.2,gm,3,1,574,293,ICW1m,24/07/2015 17:29,2015,7,d
439,B,20150719,70900,67.3681,-26.1107,1,4,9,4140,11.675,67.1787,-26.2257,5.5,mn,1,1,2011,7,INW25,19/07/2015 07:09,2015,7,d
440,B,20150719,71100,67.3739,-26.1081,1,4,9,120,0.353,67.3681,-26.1107,5.5,mn,1,1,1341,17,INW25,19/07/2015 07:11,2015,7,d
441,B,20150719,71101,67.3739,-26.108,1,4,9,1,0.002,67.3739,-26.1081,5.5,mn,2,1,2011,22,INW25,19/07/2015 07:11,2015,7,d
442,B,20150719,71102,67.3739,-26.108,1,4,9,1,0,67.3739,-26.108,5.5,mn,1,1,2302,51,INW25,19/07/2015 07:11,2015,7,d
443,B,20150719,82100,67.5005,-26.0364,1,4,9,1860,5.287,67.415,-26.0919,5.7,mn,7,1,2884,67,INW25,19/07/2015 08:21,2015,7,d
444,B,20150719,90200,67.6218,-25.9917,2,4,7,120,0.397,67.6152,-25.9926,5.7,ba,1,1,3256,60,INW25,19/07/2015 09:02,2015,7,d
445,B,20150719,92700,67.6995,-25.9547,2,4,7,1500,4.738,67.6218,-25.9917,5.7,bm,1,1,2011,74,INW25,19/07/2015 09:27,2015,7,d
446,B,20150719,160000,67.6664,-24.2261,4,9,7,4800,14.316,67.8014,-24.7468,5.9,mn,1,1,1060,140,INW16,19/07/2015 16:00,2015,7,d
447,B,20150719,162700,67.6397,-24.127,5,4,8,840,2.19,67.6583,-24.2096,5.9,mn,1,1,800,5,INR16,19/07/2015 16:27,2015,7,d
448,B,20150719,163500,67.6397,-24.1269,5,4,8,480,0.002,67.6397,-24.127,5.9,pm,1,1,2884,52,INR16,19/07/2015 16:35,2015,7,d
449,B,20150719,163500,67.6397,-24.1269,5,4,8,0,0,67.6397,-24.1269,5.9,mn,5,1,1512,50,INR16,19/07/2015 16:35,2015,7,d
450,B,20150719,165000,67.6656,-24.0466,5,4,8,180,0.405,67.659,-24.0503,5.9,mn,2,1,2228,80,INR15,19/07/2015 16:50,2015,7,d
451,B,20150719,193300,67.9732,-23.8558,5,4,8,1080,2.405,67.9335,-23.8705,5.5,mn,1,1,120,85,INR15,19/07/2015 19:33,2015,7,d
452,B,20150725,134100,65.3519,-24.465,3,1,9,3060,8.331,65.4859,-24.5527,5.5,ba,1,1,262,318,ICBf,25/07/2015 13:41,2015,7,d
453,B,20150725,134800,65.3334,-24.4501,4,1,9,179,0.496,65.3413,-24.456,5.5,ll,10,1,4140,340,ICBf,25/07/2015 13:48,2015,7,d
454,B,20150725,135000,65.3281,-24.4463,4,1,9,120,0.332,65.3334,-24.4501,5.5,ll,24,1,200,45,ICBf,25/07/2015 13:50,2015,7,d
455,B,20150725,135000,65.3281,-24.4463,4,1,9,0,0,65.3281,-24.4463,5.5,ll,7,1,4140,42,ICBf,25/07/2015 13:50,2015,7,d
456,B,20150725,135600,65.3119,-24.4356,4,1,9,360,1.008,65.3281,-24.4463,5.5,ba,1,1,2884,2,ICBf,25/07/2015 13:56,2015,7,d
457,B,20150725,140900,65.2767,-24.4105,4,1,9,780,2.204,65.3119,-24.4356,5.5,ba,1,1,1009,310,ICBf,25/07/2015 14:09,2015,7,d
458,B,20150725,141300,65.2658,-24.4028,4,1,9,240,0.682,65.2767,-24.4105,5.5,ba,1,1,878,90,ICBf,25/07/2015 14:13,2015,7,d
459,B,20150725,141500,65.2603,-24.3988,4,1,9,120,0.345,65.2658,-24.4028,5.5,ll,8,1,1852,85,ICBf,25/07/2015 14:15,2015,7,d
460,B,20150725,142900,65.2212,-24.3714,4,1,9,120,0.362,65.227,-24.3754,5.5,ba,1,1,400,55,ICBf,25/07/2015 14:29,2015,7,d
461,B,20150725,154300,65.0189,-24.2178,4,1,9,780,2.143,65.053,-24.243,5.9,ba,1,1,1074,353,ICBf,25/07/2015 15:43,2015,7,d
462,B,20150725,154345,65.0169,-24.2165,4,1,9,45,0.124,65.0189,-24.2178,5.9,ba,1,1,350,300,ICBf,25/07/2015 15:43,2015,7,d
